"site.name","transect.id.Maya","Avrainvillea.lacerata","Boodlea.composita","Caldora.penicillata","Caulerpa.chemnitzia","Caulerpa.serrulata","Chlorodesmis.fastigiata","Cladophora.fuliginosa","Dictyosphaeria.cavernosa","Dictyota.ceylanica","Dictyota.friabilis","galaxaura.filamentosa","Gelidiella.acerosa","Halimeda.discoidea","Halimeda.distorta","Halimeda.heteromorpha","Halimeda.minima","Halimeda.opuntia","Hydroclathrus.clathratus","Hydrocoleum.coccineum","Hydrocoleum.spp","Hypnea.spinella","Jania.articulata","Lobophora.spp","Lyngbya.sordida","Neomeris.vanbosseae","Oscilllatoria.spp","Pseudanabaena.lonchoides","Pterocladiella.caerulescens","Schizothrix.minuta","Symploca.hydnoides","Turbinaria.ornata","shannon","richness","evenness","Motu","Exposure","breeding_biomass_kgha_100m","breeding_biomass_kgha_200m","breeding_biomass_kgha_side","breeding_biomass_kgha_motu","breeding_density_ha_100m","breeding_density_ha_200m","breeding_density_ha_side","breeding_density_ha_motu","adult_biomass_kgha_100m","adult_biomass_kgha_200m","adult_biomass_kgha_side","adult_biomass_kgha_motu","adult_density_ha_100m","adult_density_ha_200m","adult_density_ha_side","adult_density_ha_motu"
"Aie_Exposed","A2-10-T1",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,3075,0.341202271704704,3,0.31057569191981,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-10-T2",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,2000,0.362819930323722,3,0.330252932782667,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-10-T3",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,20,0,3950,0.289289405166117,4,0.208678195107438,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-10-T4",0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,20,0,3000,0.380315324513309,4,0.274339516324714,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-40-T1",200,0,0,0,25,50,0,0,0,0,0,0,0,500,0,0,0,0,1800,0,0,0,2000,0,25,0,0,0,80,0,75,1.33936698625173,9,0.609572184867648,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-40-T2",0,0,0,0,25,25,0,0,0,0,0,0,0,500,0,0,0,0,1200,0,0,0,2000,0,25,0,0,0,0,0,100,1.16058897360926,7,0.596424749710407,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-40-T3",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,2000,0,0,0,0,0,0,0,0,0.720229361958051,3,0.655581017422637,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Exposed","A2-40-T4",0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,0,0,0,100,0,0,0,0,0.82795825025253,4,0.597245630851214,"Aie","Exposed",208.92,170.61,128,253.36,440,570,400,453.333333333333,423.42,465,444.78,469.09,660,440,606.666666666667,596.666666666667
"Aie_Protected","A1-10-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,1,NA,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-10-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5975,0,1,NA,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-10-T3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15025,0,1,NA,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-10-T4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11825,0,1,NA,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-40-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,4100,0,0,0,0,0,0,0,12500,0.592271226203197,3,0.539108502892526,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-40-T2",100,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,12300,0.707125637033853,4,0.510083324917095,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-40-T3",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,10820,0.628465184554155,3,0.572053663550467,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Aie_Protected","A1-40-T4",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,20,0,7000,0.664274005807498,4,0.479172406984962,"Aie","Protected",741,441.93,378.72,253.36,760,550,506.666666666667,453.333333333333,1232.28,1337.34,493.4,469.09,1280,710,586.666666666667,596.666666666667
"Reiono_Exposed","RE1-10-T1",0,0,100,200,100,1700,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,2600,1.31406579205717,7,0.675296232302974,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-10-T2",0,0,100,0,50,1700,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,40,0,4000,1.14850059664999,7,0.590212552829099,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-10-T3",0,0,0,0,50,1500,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,4500,1.12163023065118,5,0.696908045961734,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-10-T4",0,0,0,0,0,1400,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,5000,1.03247325274383,4,0.744772020792013,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-40-T1",0,0,100,0,25,1000,50,0,0,0,0,0,0,1000,25,0,0,0,200,0,0,0,2900,0,0,0,0,0,50,0,2600,1.50262757615026,10,0.652582864677716,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-40-T2",0,0,100,0,75,950,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,50,0,4000,1.29142684349707,7,0.663662114164944,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-40-T3",0,0,0,0,0,0,0,0,0,0,0,0,0,2100,200,0,0,0,200,150,25,25,0,0,25,0,0,0,100,0,0,0.995039057388769,8,0.478512637861868,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Exposed","RE1-40-T4",0,0,25,0,0,0,0,20,0,0,0,0,0,1500,200,0,0,0,200,0,0,0,0,0,25,0,0,0,100,0,0,0.982872493714504,7,0.505096545280707,"Reiono","Exposed",78,51.09,115.353333333333,166.203157894737,80,70,122.222222222222,177.894736842105,78,112.08,75.5422222222222,233.829473684211,80,100,97.7777777777778,270.526315789474
"Reiono_Protected","RE2-10-T1",0,0,0,0,25,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,6900,0.336629732648676,4,0.242827022954011,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-10-T2",0,0,0,0,50,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,900,0.675091922562444,4,0.486975884412517,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-10-T3",0,0,0,0,75,350,0,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0.883942786929154,5,0.549224533671067,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-10-T4",0,100,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,50,0,0,3700,0.716035353256336,5,0.444897779357894,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-40-T1",0,0,0,0,25,1350,0,0,0,0,0,0,10,300,200,0,0,0,0,1000,0,0,400,0,0,0,0,0,40,0,15000,0.741321102965109,9,0.337389773722557,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-40-T2",0,0,250,0,350,3300,0,0,0,0,0,0,0,1000,200,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,9400,1.16713984702241,7,0.599791232698502,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-40-T3",0,0,0,0,100,2800,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,20,0,10000,0.9031597965243,6,0.504063079914074,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Reiono_Protected","RE2-40-T4",0,0,0,0,400,2500,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,500,0,0,0,0,0,80,0,9900,0.937686579685286,6,0.523332844496851,"Reiono","Protected",78,58.5,222.52,166.203157894737,80,60,240,177.894736842105,82.68,219.18,402.151111111111,233.829473684211,120,130,451.111111111111,270.526315789474
"Rimatuu_Exposed","RI1-10-T1",0,0,100,0,300,450,0,200,0,100,0,0,0,0,0,0,10,20,0,0,0,0,1700,500,25,100,0,25,160,0,11540,0.986883967594287,14,0.37395321295963,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-10-T2",0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,500,100,0,0,0,0,0,6025,0.930762961186327,5,0.578315543579217,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-10-T3",0,0,100,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,300,0,0,0,0,0,0,7950,0.786617267502849,6,0.439019456022045,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-10-T4",0,0,0,0,325,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,400,0,0,0,0,0,0,3550,1.0217442615504,5,0.634845403887078,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-40-T1",0,0,0,0,1000,1975,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,125,11400,0,1200,2475,0,0,80,0,5725,1.47920153552517,10,0.642409064501397,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-40-T2",0,0,0,0,600,1525,0,0,0,0,0,0,0,0,25,0,0,0,200,0,0,0,2800,0,0,1400,0,0,0,0,5450,1.44173689154652,7,0.740906198699072,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-40-T3",0,0,0,0,100,1250,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4200,0,225,200,0,0,0,0,11800,0.943812586999783,7,0.485023723966895,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Exposed","RI1-40-T4",0,0,0,0,50,1150,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3700,0,350,1000,0,0,0,0,16100,0.912140840613311,7,0.468747665998932,"Rimatuu","Exposed",3.78,3.06,9.34363636363636,6.48,20,20,56.3636363636364,37.6470588235294,7.56,12.24,13.8436363636364,11.8217647058824,40,40,83.6363636363636,68.8235294117647
"Rimatuu_Protected","RI2-10-T1",0,50,0,0,375,400,0,0,100,0,0,0,0,1200,500,100,0,0,950,0,0,0,1700,0,0,0,0,0,0,0,7675,1.41765193204365,10,0.615678411346039,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-10-T2",0,50,0,0,150,350,0,0,0,0,0,150,0,500,0,0,0,0,850,0,0,0,1200,0,0,0,0,0,0,0,4000,1.40267205099607,8,0.674542670655194,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-10-T3",0,100,0,0,50,575,0,0,0,0,0,100,0,1550,70,0,0,0,1000,0,125,0,1150,0,0,100,0,0,0,25,6025,1.46941377061434,12,0.591335602381562,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-10-T4",0,0,0,0,250,650,0,0,0,0,0,0,0,1600,0,0,0,0,650,0,100,0,1500,0,0,100,0,0,20,0,8150,1.25975079068534,9,0.573337292727986,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-40-T1",0,0,0,0,250,500,0,0,0,0,0,0,0,2450,0,0,0,0,2000,0,0,0,1100,0,10,0,0,0,0,0,11400,1.14117944681373,7,0.586450226064006,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-40-T2",0,0,0,0,225,300,0,0,0,0,0,0,0,1000,0,0,0,0,900,0,100,0,3000,0,0,0,0,0,0,0,2300,1.52190767421652,7,0.782105831019674,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-40-T3",0,0,0,0,0,750,0,0,0,0,0,0,0,650,0,0,0,0,1300,0,0,0,2300,0,0,0,0,0,20,0,2200,1.50353641973959,6,0.839139653263479,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
"Rimatuu_Protected","RI2-40-T4",0,0,0,0,225,75,0,0,0,0,0,0,0,1200,0,0,0,0,900,0,0,0,300,0,0,0,0,0,0,0,14100,0.646144254195188,6,0.360619974551365,"Rimatuu","Protected",0,3.78,5.39052631578947,6.48,0,20,30.5263157894737,37.6470588235294,3.78,18.9,10.8284210526316,11.8217647058824,20,50,62.1052631578948,68.8235294117647
